Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Close*,Adj Close**
5/6/2016,1278.60,1295.60,1276.90,1292.90,1292.900024,305,,,
5/9/2016,1286.50,1286.50,1262.30,1265.60,1265.599976,341,,,
5/10/2016,1265.10,1267.40,1258.70,1263.90,1263.900024,23,,,
5/11/2016,1266.90,1279.20,1266.90,1274.60,1274.599976,50,,,
5/12/2016,1267.00,1281.20,1264.00,1270.30,1270.300049,101,,,
5/13/2016,1271.40,1275.70,1264.60,1271.90,1271.900024,66,,,
5/16/2016,1272.80,1287.80,1272.80,1273.40,1273.400024,44,,,
5/17/2016,1272.50,1281.60,1270.80,1276.20,1276.199951,16,,,
5/18/2016,1276.40,1276.40,1256.80,1273.70,1273.699951,17,,,
5/19/2016,1248.00,1255.50,1247.50,1254.20,1254.199951,69,,,
5/20/2016,1256.60,1256.60,1252.40,1252.40,1252.400024,44,,,
5/23/2016,1251.60,1251.60,1247.50,1251.10,1251.099976,56,,,
5/24/2016,1240.00,1240.00,1228.20,1228.90,1228.900024,20,,,
5/25/2016,1219.30,1223.50,1218.60,1223.50,1223.5,5,,,
5/26/2016,1232.60,1232.60,1220.10,1220.10,1220.099976,199778,,,
5/27/2016,1220.30,1223.20,1206.40,1213.80,1213.800049,63739,,,
5/31/2016,1212.50,1217.60,1199.00,1214.80,1214.800049,6432,,,
6/1/2016,1215.70,1219.80,1205.40,1211.90,1211.900024,2717,,,
6/2/2016,1212.40,1217.00,1209.60,1209.80,1209.800049,1627,,,
6/3/2016,1209.10,1244.50,1206.40,1240.10,1240.099976,1622,,,
6/6/2016,1244.40,1247.30,1240.00,1244.60,1244.599976,1135,,,
6/7/2016,1244.00,1244.90,1236.50,1244.40,1244.400024,281,,,
6/8/2016,1247.60,1264.00,1247.30,1259.80,1259.800049,406,,,
6/9/2016,1262.50,1271.40,1258.10,1270.20,1270.199951,381,,,
6/10/2016,1267.60,1278.00,1265.30,1273.40,1273.400024,397,,,
6/13/2016,1276.20,1287.30,1273.00,1284.40,1284.400024,328,,,
6/14/2016,1281.80,1289.70,1277.80,1285.60,1285.599976,554,,,
6/15/2016,1284.60,1296.20,1278.80,1285.80,1285.800049,162,,,
6/16/2016,1296.30,1316.40,1281.10,1296.10,1296.099976,251,,,
6/17/2016,1280.30,1300.10,1280.30,1292.50,1292.5,129,,,
6/20/2016,1288.90,1291.20,1280.30,1290.00,1290,153,,,
6/21/2016,1293.90,1293.90,1266.30,1270.50,1270.5,134,,,
6/22/2016,1267.00,1269.20,1264.90,1268.00,1268,53,,,
6/23/2016,1263.40,1270.50,1255.20,1261.20,1261.199951,218,,,
6/24/2016,1253.70,1355.60,1253.70,1320.00,1320,694,,,
6/27/2016,1330.00,1331.70,1320.00,1322.50,1322.5,92,,,
6/28/2016,1314.80,1315.60,1314.10,1315.30,1315.300049,1072,,,
6/29/2016,1311.60,1327.40,1311.60,1323.90,1323.900024,414,,,
6/30/2016,1315.80,1323.50,1314.50,1318.40,1318.400024,560,,,
7/1/2016,1324.50,1344.20,1321.90,1336.70,1336.699951,137,,,
7/5/2016,1342.20,1356.80,1339.70,1356.40,1356.400024,90,,,
7/6/2016,1359.00,1374.90,1359.00,1364.90,1364.900024,130,,,
7/7/2016,1366.80,1368.60,1350.50,1360.10,1360.099976,207,,,
7/8/2016,1361.30,1365.80,1335.00,1356.60,1356.599976,249,,,
7/11/2016,1371.70,1371.80,1353.00,1355.00,1355,26,,,
7/12/2016,1353.60,1356.00,1330.30,1334.10,1334.099976,252,,,
7/13/2016,1341.50,1342.40,1336.70,1342.40,1342.400024,7,,,
7/14/2016,1341.40,1341.40,1322.70,1331.30,1331.300049,20,,,
7/15/2016,1333.70,1333.70,1322.90,1326.50,1326.5,52,,,
7/18/2016,1327.50,1335.00,1326.20,1328.40,1328.400024,54,,,
7/19/2016,1328.50,1333.20,1326.40,1331.50,1331.5,322,,,
7/20/2016,1331.00,1337.50,1315.50,1318.80,1318.800049,751,,,
7/21/2016,1312.80,1330.50,1312.80,1330.50,1330.5,318,,,
7/22/2016,1330.70,1330.70,1320.40,1323.10,1323.099976,55,,,
7/25/2016,1315.70,1319.30,1313.80,1319.30,1319.300049,548,,,
7/26/2016,1315.20,1320.70,1315.20,1320.70,1320.699951,63,,,
7/27/2016,1326.00,1326.60,1326.00,1326.60,1326.599976,215388,,,
7/28/2016,1339.50,1344.30,1330.10,1332.30,1332.300049,56908,,,
7/29/2016,1333.20,1353.30,1325.80,1349.00,1349,6076,,,
8/1/2016,1348.80,1353.50,1345.60,1351.40,1351.400024,1257,,,
8/2/2016,1352.10,1366.00,1346.60,1364.40,1364.400024,2941,,,
8/3/2016,1362.40,1364.70,1353.30,1356.10,1356.099976,715,,,
8/4/2016,1354.40,1361.60,1347.00,1358.80,1358.800049,381,,,
8/5/2016,1357.60,1360.80,1333.70,1336.40,1336.400024,1107,,,
8/8/2016,1330.00,1335.40,1327.80,1333.40,1333.400024,587,,,
8/9/2016,1331.80,1339.40,1328.50,1339.00,1339,620,,,
8/10/2016,1344.80,1354.20,1344.30,1344.30,1344.300049,110,,,
8/11/2016,1341.60,1350.40,1334.80,1342.50,1342.5,666,,,
8/12/2016,1336.80,1351.80,1333.20,1335.80,1335.800049,113,,,
8/15/2016,1336.50,1340.60,1333.60,1340.30,1340.300049,62,,,
8/16/2016,1342.20,1355.00,1341.00,1350.50,1350.5,338,,,
8/17/2016,1345.50,1347.30,1338.60,1342.70,1342.699951,135,,,
8/18/2016,1351.30,1354.40,1348.20,1351.20,1351.199951,140,,,
8/19/2016,1350.10,1350.10,1338.60,1340.40,1340.400024,197,,,
8/22/2016,1334.40,1337.70,1333.30,1337.70,1337.699951,117,,,
8/23/2016,1337.00,1341.20,1334.30,1340.60,1340.599976,551,,,
8/24/2016,1337.20,1337.20,1322.90,1324.40,1324.400024,262,,,
8/25/2016,1321.40,1324.00,1317.00,1320.10,1320.099976,58,,,
8/26/2016,1323.80,1340.50,1320.10,1321.50,1321.5,141,,,
8/29/2016,1315.00,1323.00,1315.00,1322.90,1322.900024,437,,,
8/30/2016,1322.00,1322.10,1308.00,1311.70,1311.699951,705,,,
8/31/2016,1310.30,1313.70,1306.30,1306.90,1306.900024,214,,,
9/1/2016,1305.30,1313.10,1301.50,1312.20,1312.199951,225,,,
9/2/2016,1309.60,1326.70,1309.20,1322.10,1322.099976,55,,,
9/6/2016,1323.30,1349.40,1323.20,1349.40,1349.400024,46,,,
9/7/2016,1348.40,1350.50,1343.90,1344.30,1344.300049,14,,,
9/8/2016,1344.80,1345.40,1335.70,1336.80,1336.800049,30,,,
9/9/2016,1338.50,1338.50,1328.00,1330.10,1330.099976,35,,,
9/12/2016,1327.00,1329.30,1319.90,1321.00,1321,177,,,
9/13/2016,1324.60,1324.60,1315.00,1319.00,1319,79,,,
9/14/2016,1319.20,1322.30,1319.20,1321.50,1321.5,73,,,
9/15/2016,1320.70,1320.70,1310.80,1313.50,1313.5,37,,,
9/16/2016,1312.20,1312.60,1305.80,1305.80,1305.800049,4,,,
9/19/2016,1313.50,1313.50,1313.50,1313.50,1313.5,20,,,
9/20/2016,1313.70,1313.70,1313.70,1313.70,1313.699951,97,,,
9/21/2016,1326.30,1326.90,1324.00,1326.90,1326.900024,76,,,
9/22/2016,1338.60,1340.40,1338.20,1340.40,1340.400024,23,,,
9/23/2016,1337.20,1337.20,1337.20,1337.20,1337.199951,40,,,
9/26/2016,1335.20,1341.80,1335.20,1339.70,1339.699951,24,,,
9/27/2016,1328.00,1328.70,1325.90,1325.90,1325.900024,48,,,
9/28/2016,1319.40,1319.40,1319.40,1319.40,1319.400024,10551,,,
9/29/2016,1321.20,1325.00,1314.70,1321.70,1321.699951,6108,,,
9/30/2016,1320.60,1327.70,1312.90,1313.30,1313.300049,868,,,
10/3/2016,1313.50,1316.80,1308.20,1309.00,1309,299,,,
10/4/2016,1307.60,1310.20,1266.30,1266.30,1266.300049,1893,,,
10/5/2016,1272.10,1274.00,1261.30,1265.20,1265.199951,246,,,
10/6/2016,1265.30,1265.30,1249.80,1249.80,1249.800049,114,,,
10/7/2016,1253.90,1263.60,1248.90,1248.90,1248.900024,169,,,
10/11/2016,1258.90,1258.90,1253.00,1253.00,1253,26,,,
10/12/2016,1251.70,1254.00,1251.10,1251.10,1251.099976,127,,,
10/13/2016,1258.70,1259.00,1255.00,1255.00,1255,315,,,
10/14/2016,1253.90,1253.90,1250.60,1253.10,1253.099976,311,,,
10/17/2016,1249.90,1255.00,1249.90,1254.40,1254.400024,41,,,
10/18/2016,1260.90,1261.70,1260.80,1260.80,1260.800049,11,,,
10/19/2016,1262.90,1271.50,1262.90,1267.90,1267.900024,219,,,
10/20/2016,1270.00,1270.50,1265.50,1265.60,1265.599976,415,,,
10/21/2016,1265.90,1265.90,1265.90,1265.90,1265.900024,224,,,
10/24/2016,1269.20,1269.20,1261.80,1262.00,1262,42,,,
10/25/2016,1264.10,1274.10,1264.10,1271.90,1271.900024,61,,,
10/26/2016,1274.00,1274.00,1264.80,1264.80,1264.800049,279,,,
10/27/2016,1269.40,1269.40,1267.90,1267.90,1267.900024,338,,,
10/28/2016,1270.30,1281.50,1262.00,1275.50,1275.5,560,,,
10/31/2016,1276.60,1276.60,1271.50,1271.50,1271.5,58,,,
11/1/2016,1279.30,1290.70,1279.00,1286.40,1286.400024,49,,,
11/2/2016,1288.30,1307.00,1288.30,1306.80,1306.800049,30,,,
11/3/2016,1296.40,1303.10,1287.30,1302.10,1302.099976,73,,,
11/4/2016,1300.00,1303.30,1296.70,1303.30,1303.300049,11,,,
11/7/2016,1292.00,1294.50,1278.30,1278.30,1278.300049,34,,,
11/8/2016,1284.10,1289.40,1273.20,1273.40,1273.400024,50,,,
11/9/2016,1272.20,1318.60,1270.00,1272.60,1272.599976,108,,,
11/10/2016,1274.40,1287.50,1253.30,1265.50,1265.5,63,,,
11/14/2016,1227.80,1229.50,1210.40,1221.20,1221.199951,216,,,
11/15/2016,1224.30,1226.00,1222.50,1224.00,1224,20,,,
11/16/2016,1229.30,1229.30,1223.00,1223.40,1223.400024,66,,,
11/17/2016,1224.60,1225.00,1211.00,1216.50,1216.5,1139,,,
11/18/2016,1211.90,1211.90,1207.20,1208.50,1208.5,607,,,
11/21/2016,1209.60,1209.60,1209.60,1209.60,1209.599976,19,,,
11/22/2016,1210.40,1211.10,1207.60,1211.00,1211,19,,,
11/23/2016,1212.80,1213.80,1186.80,1189.10,1189.099976,309,,,
11/25/2016,1177.00,1189.30,1177.00,1178.20,1178.199951,14,,,
11/28/2016,1188.00,1190.60,1188.00,1190.60,1190.599976,189914,,,
11/29/2016,1193.20,1194.80,1179.40,1187.90,1187.900024,42124,,,
11/30/2016,1187.10,1193.30,1167.90,1170.80,1170.800049,7158,,,
12/1/2016,1172.70,1174.60,1160.00,1166.90,1166.900024,1588,,,
12/2/2016,1172.30,1177.30,1166.40,1175.10,1175.099976,1521,,,
12/5/2016,1181.80,1186.70,1157.00,1174.00,1174,358,,,
12/6/2016,1170.90,1174.50,1167.10,1167.60,1167.599976,652,,,
12/7/2016,1167.70,1178.50,1166.40,1175.00,1175,182,,,
12/8/2016,1173.80,1177.80,1169.10,1169.80,1169.800049,322,,,
12/9/2016,1166.60,1168.80,1156.00,1159.40,1159.400024,365,,,
12/12/2016,1158.30,1163.90,1153.00,1163.50,1163.5,331,,,
12/13/2016,1163.50,1164.00,1155.40,1156.70,1156.699951,637,,,
12/14/2016,1159.80,1164.00,1142.00,1161.30,1161.300049,487,,,
12/15/2016,1139.80,1143.30,1123.90,1127.80,1127.800049,244,,,
12/16/2016,1126.90,1140.90,1126.90,1135.30,1135.300049,146,,,
12/19/2016,1139.40,1140.70,1137.90,1140.50,1140.5,249,,,
12/20/2016,1133.50,1133.50,1126.50,1131.50,1131.5,46,,,
12/21/2016,1136.10,1136.10,1130.00,1131.10,1131.099976,50,,,
12/22/2016,1131.20,1132.80,1128.30,1128.80,1128.800049,104,,,
12/23/2016,1130.90,1132.80,1130.30,1131.90,1131.900024,70,,,
12/27/2016,1134.30,1142.20,1134.30,1137.30,1137.300049,84,,,
12/28/2016,1141.20,1141.20,1138.00,1139.40,1139.400024,1570,,,
12/29/2016,1143.80,1158.80,1143.60,1156.40,1156.400024,950,,,
12/30/2016,1162.00,1162.00,1150.00,1150.00,1150,16,,,
1/3/2017,1155.20,1160.80,1146.50,1160.40,1160.400024,52,,,
1/4/2017,1156.30,1165.00,1156.30,1163.80,1163.800049,36,,,
1/5/2017,1172.00,1183.30,1171.50,1179.70,1179.699951,500,,,
1/6/2017,1176.50,1176.50,1171.90,1171.90,1171.900024,16,,,
1/9/2017,1173.90,1183.60,1173.00,1183.50,1183.5,62,,,
1/10/2017,1184.30,1188.90,1182.30,1184.20,1184.199951,8,,,
1/11/2017,1187.50,1197.00,1176.50,1195.60,1195.599976,20,,,
1/12/2017,1192.70,1204.30,1192.30,1198.90,1198.900024,110,,,
1/13/2017,1195.70,1196.00,1187.70,1195.30,1195.300049,65,,,
1/17/2017,1205.50,1214.60,1200.80,1212.00,1212,79,,,
1/18/2017,1213.60,1214.70,1203.10,1211.30,1211.300049,114,,,
1/19/2017,1200.50,1204.00,1195.80,1200.90,1200.900024,26,,,
1/20/2017,1202.80,1212.10,1202.80,1204.30,1204.300049,38,,,
1/23/2017,1212.00,1215.00,1210.00,1215.00,1215,16,,,
1/24/2017,1219.00,1219.00,1207.70,1210.30,1210.300049,24,,,
1/25/2017,1202.00,1202.80,1194.90,1197.30,1197.300049,403,,,
1/26/2017,1199.70,1199.70,1185.60,1189.50,1189.5,19,,,
1/27/2017,1187.90,1188.30,1187.90,1188.10,1188.099976,234352,,,
1/30/2017,1191.70,1198.50,1187.10,1193.20,1193.199951,50503,,,
1/31/2017,1194.90,1214.70,1193.50,1208.60,1208.599976,3212,,,
2/1/2017,1211.90,1211.90,1197.90,1205.60,1205.599976,1145,,,
2/2/2017,1209.70,1224.20,1208.90,1216.70,1216.699951,1512,,,
2/3/2017,1214.90,1220.60,1206.20,1218.50,1218.5,865,,,
2/6/2017,1221.90,1235.40,1218.50,1230.00,1230,908,,,
2/7/2017,1234.20,1236.20,1228.50,1234.20,1234.199951,1177,,,
2/8/2017,1232.10,1243.90,1231.00,1237.60,1237.599976,288,,,
2/9/2017,1239.40,1243.50,1226.90,1235.10,1235.099976,885,,,
2/10/2017,1227.60,1234.40,1221.50,1234.40,1234.400024,391,,,
2/13/2017,1230.50,1231.10,1219.00,1224.40,1224.400024,398,,,
2/14/2017,1225.90,1233.50,1222.10,1223.90,1223.900024,159,,,
2/15/2017,1225.50,1231.70,1217.30,1231.70,1231.699951,175,,,
2/16/2017,1234.50,1240.70,1233.20,1240.00,1240,87,,,
2/17/2017,1240.70,1241.20,1234.80,1237.60,1237.599976,301,,,
2/21/2017,1237.30,1237.50,1228.10,1237.50,1237.5,119,,,
2/22/2017,1236.10,1238.60,1231.80,1232.00,1232,36,,,
2/23/2017,1236.10,1250.30,1236.10,1250.20,1250.199951,112,,,
2/24/2017,1250.00,1258.80,1250.00,1256.90,1256.900024,1264,,,
2/27/2017,1254.70,1263.10,1250.40,1257.40,1257.400024,544,,,
2/28/2017,1253.60,1257.30,1247.20,1252.60,1252.599976,721,,,
3/1/2017,1247.80,1248.90,1236.90,1248.90,1248.900024,138,,,
3/2/2017,1247.20,1247.60,1230.70,1231.90,1231.900024,79,,,
3/3/2017,1231.70,1235.20,1222.90,1225.50,1225.5,121,,,
3/6/2017,1235.20,1235.20,1224.50,1224.50,1224.5,29,,,
3/7/2017,1224.30,1225.40,1213.70,1215.10,1215.099976,53,,,
3/8/2017,1212.20,1212.20,1206.70,1208.50,1208.5,24,,,
3/9/2017,1204.50,1205.60,1202.30,1202.40,1202.400024,37,,,
3/10/2017,1196.20,1203.30,1196.20,1200.70,1200.699951,3,,,
3/13/2017,1206.20,1210.00,1202.30,1202.40,1202.400024,35,,,
3/14/2017,1203.10,1205.90,1196.80,1201.90,1201.900024,22,,,
3/15/2017,1198.20,1221.20,1197.70,1200.10,1200.099976,36,,,
3/16/2017,1222.20,1231.40,1222.20,1226.50,1226.5,47,,,
3/17/2017,1227.10,1230.90,1227.10,1229.80,1229.800049,26,,,
3/20/2017,1229.30,1234.40,1229.30,1233.60,1233.599976,23,,,
3/21/2017,1226.40,1246.10,1226.40,1246.10,1246.099976,11,,,
3/22/2017,1247.90,1249.50,1247.70,1249.30,1249.300049,3,,,
3/23/2017,1246.40,1247.50,1244.80,1246.90,1246.900024,16,,,
3/24/2017,1248.00,1248.30,1247.60,1248.20,1248.199951,3,,,
3/27/2017,1255.80,1257.70,1253.80,1255.40,1255.400024,72,,,
3/28/2017,1255.90,1255.90,1255.30,1255.30,1255.300049,19,,,
3/29/2017,1252.20,1253.40,1252.10,1253.40,1253.400024,190678,,,
3/30/2017,1253.10,1253.60,1241.10,1245.00,1245,51328,,,
3/31/2017,1242.10,1248.80,1238.70,1247.30,1247.300049,8223,,,
4/3/2017,1247.50,1252.40,1243.60,1250.80,1250.800049,1160,,,
4/4/2017,1253.10,1260.30,1253.00,1255.00,1255,724,,,
4/5/2017,1255.40,1255.40,1243.00,1245.40,1245.400024,907,,,
4/6/2017,1256.10,1257.50,1249.00,1250.30,1250.300049,169,,,
4/7/2017,1249.50,1269.10,1249.50,1254.30,1254.300049,445,,,
4/10/2017,1252.70,1255.20,1246.80,1251.10,1251.099976,182,,,
4/11/2017,1254.50,1273.50,1254.50,1271.20,1271.199951,401,,,
4/12/2017,1275.00,1285.10,1272.00,1275.30,1275.300049,492,,,
4/13/2017,1285.30,1287.60,1282.00,1285.90,1285.900024,915,,,
4/17/2017,1291.80,1294.80,1284.30,1289.40,1289.400024,73,,,
4/18/2017,1283.90,1291.70,1278.60,1291.70,1291.699951,394,,,
4/19/2017,1288.00,1288.00,1274.00,1281.40,1281.400024,194,,,
4/20/2017,1279.70,1281.90,1276.20,1281.90,1281.900024,127,,,
4/21/2017,1279.80,1287.40,1279.20,1287.40,1287.400024,474,,,
4/24/2017,1275.00,1276.40,1265.00,1275.80,1275.800049,605,,,
4/25/2017,1275.60,1276.90,1262.10,1265.60,1265.599976,356,,,
4/26/2017,1266.00,1266.00,1262.10,1262.10,1262.099976,1156,,,
4/27/2017,1266.70,1267.20,1262.20,1263.70,1263.699951,206,,,
4/28/2017,1265.90,1267.20,1264.70,1266.10,1266.099976,85,,,
5/1/2017,1268.70,1269.30,1253.30,1253.30,1253.300049,34,,,
5/2/2017,1256.20,1256.20,1251.20,1255.10,1255.099976,90,,,
5/3/2017,1255.10,1255.80,1238.70,1246.40,1246.400024,195,,,
5/4/2017,1239.80,1239.80,1224.20,1226.50,1226.5,72,,,
5/5/2017,1227.00,1233.70,1224.80,1224.80,1224.800049,16,,,
5/8/2017,1224.00,1234.00,1224.00,1225.30,1225.300049,43,,,
5/9/2017,1226.10,1226.20,1214.00,1214.30,1214.300049,55,,,
5/10/2017,1219.80,1220.20,1217.30,1217.30,1217.300049,23,,,
5/11/2017,1218.50,1222.70,1218.30,1222.70,1222.699951,13,,,
5/12/2017,1228.00,1229.50,1226.10,1226.20,1226.199951,29,,,
5/15/2017,1227.50,1232.70,1227.50,1228.60,1228.599976,13,,,
5/16/2017,1230.40,1237.30,1230.40,1235.00,1235,20,,,
5/17/2017,1241.00,1259.20,1240.70,1257.50,1257.5,26,,,
5/18/2017,1254.80,1260.00,1245.80,1251.70,1251.699951,43,,,
5/19/2017,1252.70,1252.70,1252.70,1252.70,1252.699951,14,,,
5/22/2017,1251.70,1260.70,1251.70,1260.70,1260.699951,14,,,
5/23/2017,1261.50,1261.60,1250.60,1254.80,1254.800049,20,,,
5/24/2017,1251.90,1257.80,1249.70,1252.40,1252.400024,14,,,
5/25/2017,1257.10,1258.30,1255.80,1255.80,1255.800049,11,,,
5/26/2017,1267.60,1267.60,1267.60,1267.60,1267.599976,271457,,,
5/30/2017,1267.40,1270.00,1258.40,1262.10,1262.099976,129819,,,
5/31/2017,1262.40,1273.20,1258.50,1272.00,1272,2712,,,
6/1/2017,1268.00,1269.20,1260.80,1267.00,1267,825,,,
6/2/2017,1265.20,1279.00,1259.00,1276.80,1276.800049,1732,,,
6/5/2017,1279.20,1282.00,1277.00,1279.30,1279.300049,433,,,
6/6/2017,1279.40,1295.20,1279.40,1294.40,1294.400024,942,,,
6/7/2017,1291.60,1293.10,1284.30,1290.10,1290.099976,641,,,
6/8/2017,1285.40,1287.60,1268.10,1276.30,1276.300049,319,,,
6/9/2017,1277.90,1277.90,1264.60,1268.50,1268.5,467,,,
6/12/2017,1266.40,1269.30,1263.20,1266.10,1266.099976,255,,,
6/13/2017,1264.10,1266.90,1259.70,1265.80,1265.800049,150,,,
6/14/2017,1269.40,1278.00,1256.80,1272.80,1272.800049,336,,,
6/15/2017,1263.20,1264.20,1250.30,1252.20,1252.199951,743,,,
6/16/2017,1252.80,1255.30,1251.30,1254.00,1254,34,,,
6/19/2017,1252.10,1252.20,1241.90,1244.20,1244.199951,108,,,
6/20/2017,1242.20,1245.50,1240.50,1241.00,1241,75,,,
6/21/2017,1244.10,1245.00,1240.00,1243.40,1243.400024,205,,,
6/22/2017,1251.00,1252.70,1246.30,1247.60,1247.599976,156,,,
6/23/2017,1250.00,1273.60,1249.80,1256.20,1256.199951,269,,,
6/26/2017,1260.20,1260.20,1241.60,1246.30,1246.300049,194,,,
6/27/2017,1251.60,1251.80,1245.90,1246.40,1246.400024,111,,,
6/28/2017,1248.50,1248.50,1248.00,1248.00,1248,370,,,
6/29/2017,1248.20,1250.70,1238.10,1244.20,1244.199951,540,,,
6/30/2017,1243.70,1243.70,1239.10,1240.70,1240.699951,43,,,
7/3/2017,,,,,,,,,
7/5/2017,1222.50,1225.00,1217.10,1220.40,1220.400024,40,,,
7/6/2017,1225.10,1225.10,1222.20,1222.20,1222.199951,5,,,
7/7/2017,1219.10,1220.40,1208.60,1208.60,1208.599976,116,,,
7/10/2017,1211.40,1212.10,1209.60,1212.10,1212.099976,28,,,
7/11/2017,1208.70,1214.90,1208.70,1213.60,1213.599976,12,,,
7/12/2017,1218.30,1219.40,1217.90,1218.10,1218.099976,7,,,
7/13/2017,1221.40,1221.40,1216.30,1216.30,1216.300049,7,,,
7/14/2017,1214.90,1227.50,1214.80,1226.60,1226.599976,23,,,
7/17/2017,1229.90,1233.40,1229.90,1232.80,1232.800049,7,,,
7/18/2017,1236.20,1241.20,1236.20,1241.10,1241.099976,29,,,
7/19/2017,1240.40,1241.20,1240.10,1241.20,1241.199951,3,,,
7/20/2017,1236.60,1244.80,1236.60,1244.80,1244.800049,5,,,
7/21/2017,1250.70,1254.30,1250.50,1254.30,1254.300049,16,,,
7/24/2017,1256.00,1256.00,1253.90,1253.90,1253.900024,8,,,
7/25/2017,1252.70,1253.60,1249.20,1251.70,1251.699951,18,,,
7/26/2017,1244.80,1249.00,1244.80,1249.00,1249,7,,,
7/27/2017,1259.60,1259.60,1259.60,1259.60,1259.599976,220309,,,
7/28/2017,1258.40,1270.00,1256.90,1268.40,1268.400024,64180,,,
7/31/2017,1268.90,1270.80,1265.80,1266.60,1266.599976,7780,,,
8/1/2017,1268.40,1273.30,1262.00,1272.60,1272.599976,1061,,,
8/2/2017,1268.50,1272.10,1262.90,1271.80,1271.800049,393,,,
8/3/2017,1265.90,1269.80,1256.60,1267.80,1267.800049,878,,,
8/4/2017,1269.00,1269.60,1253.90,1258.30,1258.300049,521,,,
8/7/2017,1258.70,1259.10,1255.30,1258.20,1258.199951,260,,,
8/8/2017,1256.90,1264.10,1251.40,1256.40,1256.400024,555,,,
8/9/2017,1260.20,1277.80,1260.20,1273.00,1273,574,,,
8/10/2017,1276.60,1287.40,1274.90,1283.70,1283.699951,608,,,
8/11/2017,1286.30,1291.10,1282.00,1287.70,1287.699951,139,,,
8/14/2017,1288.40,1288.40,1278.80,1284.20,1284.199951,338,,,
8/15/2017,1280.50,1280.50,1267.40,1273.70,1273.699951,188,,,
8/16/2017,1271.30,1282.60,1269.40,1276.90,1276.900024,110,,,
8/17/2017,1283.80,1288.50,1283.20,1286.40,1286.400024,43,,,
8/18/2017,1288.60,1300.70,1284.30,1285.70,1285.699951,358,,,
8/21/2017,1285.20,1290.80,1284.70,1290.80,1290.800049,18,,,
8/22/2017,1287.20,1288.40,1283.20,1285.10,1285.099976,100,,,
8/23/2017,1289.40,1289.40,1286.90,1288.90,1288.900024,250,,,
8/24/2017,1288.70,1288.70,1284.00,1286.50,1286.5,550,,,
8/25/2017,1285.40,1292.70,1280.30,1292.50,1292.5,280,,,
8/28/2017,1293.50,1311.30,1293.50,1309.70,1309.699951,145,,,
8/29/2017,1318.80,1323.80,1313.10,1313.10,1313.099976,1178,,,
8/30/2017,1308.20,1312.50,1304.90,1308.10,1308.099976,1178,,,
8/31/2017,1306.60,1322.30,1301.70,1316.20,1316.199951,373,,,
9/1/2017,1320.20,1327.70,1316.90,1324.50,1324.5,313,,,
9/5/2017,1335.20,1339.20,1328.60,1339.20,1339.199951,39,,,
9/6/2017,1340.00,1340.30,1332.60,1333.90,1333.900024,20,,,
9/7/2017,1336.40,1349.00,1336.40,1345.10,1345.099976,26,,,
9/8/2017,1351.00,1355.80,1345.60,1346.00,1346,37,,,
9/11/2017,1331.00,1331.00,1327.30,1331.00,1331,9,,,
9/12/2017,1327.00,1328.00,1325.20,1328.00,1328,15,,,
9/13/2017,1323.40,1323.40,1323.40,1323.40,1323.400024,16,,,
9/14/2017,1319.60,1329.30,1319.60,1324.70,1324.699951,316,,,
9/15/2017,1320.60,1321.20,1319.80,1320.40,1320.400024,15,,,
9/18/2017,1309.80,1310.40,1306.00,1306.30,1306.300049,129,,,
9/19/2017,1307.90,1310.30,1305.10,1306.20,1306.199951,20,,,
9/20/2017,1312.00,1312.00,1298.70,1312.00,1312,12,,,
9/21/2017,1299.10,1304.10,1290.30,1290.60,1290.599976,336,,,
9/22/2017,1295.00,1295.70,1293.30,1293.30,1293.300049,209,,,
9/25/2017,1293.10,1309.20,1291.00,1306.80,1306.800049,51,,,
9/26/2017,1304.50,1305.60,1297.00,1297.00,1297,39,,,
9/27/2017,1283.40,1283.40,1283.40,1283.40,1283.400024,19488,,,
9/28/2017,1283.10,1288.00,1277.00,1285.50,1285.5,5226,,,
9/29/2017,1284.20,1289.40,1281.50,1281.50,1281.5,492,,,
10/2/2017,1275.00,1276.10,1270.40,1272.70,1272.699951,136,,,
10/3/2017,1269.70,1273.30,1268.60,1271.50,1271.5,192,,,
10/4/2017,1273.80,1280.80,1270.00,1273.70,1273.699951,218,,,
10/5/2017,1277.80,1277.80,1267.60,1269.90,1269.900024,36,,,
10/6/2017,1267.60,1272.00,1260.50,1271.60,1271.599976,46,,,
10/9/2017,1280.60,1284.00,1279.00,1281.80,1281.800049,19,,,
10/10/2017,1282.60,1293.00,1281.70,1290.60,1290.599976,18,,,
10/11/2017,1287.30,1292.00,1284.90,1285.80,1285.800049,21,,,
10/12/2017,1291.50,1294.50,1289.30,1293.30,1293.300049,14,,,
10/13/2017,1293.30,1301.70,1291.70,1301.50,1301.5,74,,,
10/16/2017,1302.00,1303.80,1291.90,1299.90,1299.900024,173,,,
10/17/2017,1295.10,1295.10,1283.00,1283.00,1283,571,,,
10/18/2017,1279.90,1279.90,1279.90,1279.90,1279.900024,163,,,
10/19/2017,1286.40,1286.90,1285.10,1286.90,1286.900024,134,,,
10/20/2017,1279.60,1279.60,1277.40,1277.40,1277.400024,304,,,
10/23/2017,1274.70,1280.80,1271.50,1277.70,1277.699951,115,,,
10/24/2017,1275.50,1275.50,1273.70,1275.00,1275,111,,,
10/25/2017,1269.90,1275.40,1269.90,1275.40,1275.400024,105,,,
